title,description,type_specific,file,label,content,date,name,role,email,details
50 Years Journey in Brief,"The academy is regarded as one of the most highly respected training centres, offering certificates in a wide range of specialisations to assist individuals and business organisations in Egypt and the Arab World",college,html\plain_aast.edu_en_index.php.html,college,,,,,,
We Are Pioneers In The World Of Education,I always believe in the second chance and I found it in the Academy. During my study in the academy I developed my character and abilities a lot . I discovered skills and talents I never knew that I had and I even develop them more. I always feel proud when I tell anyone in which university I am. MY presence as a student in the academy gives me chances which I may never have in any university.,college,html\plain_aast.edu_en_info-for_applicants_.html,college,,,,,,
,,staff,html\plain_aast.edu_en_info-for_staff_.html,staff,,,Faculty & Staff,,Life @ AASTMT,
AASTMT Students,"Considering The vitality of practical site training and enforcing skills and preparation to the workforce without the need for specialized training courses, the Arab Academy for Science, Technology and Maritime Transport provides opportunities for practical training locally and abroad and exerts intensive effort to enhance the quality of training and continuous development to cope with the progressive technological development.",college,html\plain_aast.edu_en_info-for_students_.html,college,,,,,,
AASTMT VISITORS,"We understand that choosing a college is a significant decision, and we hope that our website will provide you with the information you need to learn more about us. However, we also encourage you to visit our campus in person to experience the vibrant atmosphere and interact with our faculty, staff, and students. We would be thrilled to welcome you to our community and show you why AASTMT is a place where dreams become reality.",college,html\plain_aast.edu_en_info-for_visitors_.html,college,,,,,,
AASTMT Institutes,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world.",college,html\plain_aast.edu_en_institutes_.html,college,,,,,,
AASTMT News,,news,html\plain_aast.edu_en_news.php_language=1&view=1&unit_id=1&event=7567&get_event_type=1.html,news,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world. Connects the AASTMT and its students with the broader community. It involves volunteering and engagement in various projects and activities aimed at addressing societal needs. with economic challenges & sustained economic growth quality has become an urgent need MRCC was established in the AASTMT to serve the maritime transport sector in Egypt and Arab countries. The RMSI was established at AASTMT to implement the international requirements. Consultancy Services through Arab Maritime Accident Investigation Consultative Center - AMAIC","<script type='text/javascript' src='https://platform-api.sharethis.com/js/sharethis.js#property=63ac4499caf2ee001a714b34&product=sop' async='async'></script> <link rel=""shortcut icon"" href=""img\favicon.png"" type=""image/x-icon""> <link rel=""stylesheet"" href=""css\font-icons.css""> <link rel=""stylesheet"" href=""css\plugins.css""> <link rel=""stylesheet"" href=""css\style.css""> <link rel=""stylesheet"" href=""css\owl.css""> <link rel=""stylesheet"" href=""css\upper-sec.css""> <link rel=""stylesheet"" href=""css/mklb.css""> <script src=""jquery-1.12.0.min.js"" type=""text/javascript""></script> <script src=""script.js""></script>",,,,
AASTMT News,,news,html\plain_aast.edu_en_news.php_language=1&view=1&unit_id=1&event=7568&get_event_type=1.html,news,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world. Connects the AASTMT and its students with the broader community. It involves volunteering and engagement in various projects and activities aimed at addressing societal needs. with economic challenges & sustained economic growth quality has become an urgent need MRCC was established in the AASTMT to serve the maritime transport sector in Egypt and Arab countries. The RMSI was established at AASTMT to implement the international requirements. Consultancy Services through Arab Maritime Accident Investigation Consultative Center - AMAIC","<script type='text/javascript' src='https://platform-api.sharethis.com/js/sharethis.js#property=63ac4499caf2ee001a714b34&product=sop' async='async'></script> <link rel=""shortcut icon"" href=""img\favicon.png"" type=""image/x-icon""> <link rel=""stylesheet"" href=""css\font-icons.css""> <link rel=""stylesheet"" href=""css\plugins.css""> <link rel=""stylesheet"" href=""css\style.css""> <link rel=""stylesheet"" href=""css\owl.css""> <link rel=""stylesheet"" href=""css\upper-sec.css""> <link rel=""stylesheet"" href=""css/mklb.css""> <script src=""jquery-1.12.0.min.js"" type=""text/javascript""></script> <script src=""script.js""></script>",,,,
AASTMT News,,news,html\plain_aast.edu_en_news_.html,news,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world. Connects the AASTMT and its students with the broader community. It involves volunteering and engagement in various projects and activities aimed at addressing societal needs. with economic challenges & sustained economic growth quality has become an urgent need MRCC was established in the AASTMT to serve the maritime transport sector in Egypt and Arab countries. The RMSI was established at AASTMT to implement the international requirements. Consultancy Services through Arab Maritime Accident Investigation Consultative Center - AMAIC","<script type='text/javascript' src='https://platform-api.sharethis.com/js/sharethis.js#property=63ac4499caf2ee001a714b34&product=sop' async='async'></script> <link rel=""shortcut icon"" href=""img\favicon.png"" type=""image/x-icon""> <link rel=""stylesheet"" href=""css\font-icons.css""> <link rel=""stylesheet"" href=""css\plugins.css""> <link rel=""stylesheet"" href=""css\style.css""> <link rel=""stylesheet"" href=""css\owl.css""> <link rel=""stylesheet"" href=""css\upper-sec.css""> <link rel=""stylesheet"" href=""css/mklb.css""> <script src=""jquery-1.12.0.min.js"" type=""text/javascript""></script> <script src=""script.js""></script>",,,,
AASTMT News,,news,html\plain_aast.edu_en_news_index.php_unit_id=1.html,news,"We believe that Sustainable excellence in education and research, development, and innovation are our way of attaining leadership among universities and educational institutions in the Arab world. Connects the AASTMT and its students with the broader community. It involves volunteering and engagement in various projects and activities aimed at addressing societal needs. with economic challenges & sustained economic growth quality has become an urgent need MRCC was established in the AASTMT to serve the maritime transport sector in Egypt and Arab countries. The RMSI was established at AASTMT to implement the international requirements. Consultancy Services through Arab Maritime Accident Investigation Consultative Center - AMAIC","<script type='text/javascript' src='https://platform-api.sharethis.com/js/sharethis.js#property=63ac4499caf2ee001a714b34&product=sop' async='async'></script> <link rel=""shortcut icon"" href=""img\favicon.png"" type=""image/x-icon""> <link rel=""stylesheet"" href=""css\font-icons.css""> <link rel=""stylesheet"" href=""css\plugins.css""> <link rel=""stylesheet"" href=""css\style.css""> <link rel=""stylesheet"" href=""css\owl.css""> <link rel=""stylesheet"" href=""css\upper-sec.css""> <link rel=""stylesheet"" href=""css/mklb.css""> <script src=""jquery-1.12.0.min.js"" type=""text/javascript""></script> <script src=""script.js""></script>",,,,
